Chr	Gene_l	Gene_r	Gene_type	Gene	Strand	Gene_length	Counts	RPKM	TPM
chr7	14410686	14446780	protein_coding	Sult2a8	-	2526	0	0.00	0.0
chr7	14465051	14493023	protein_coding	Sult2a7	-	1102	0	0.00	0.0
chr7	14530654	14623066	transcribed_pseudogene	Nlrp5-ps	-	4528	18	0.02	0.04580067144369393
chr7	14532918	14536041	lncRNA	Gm38596	+	362	3	0.04	0.0954813261036124
chr7	14561242	14562171	protein_coding	Vmn1r90	-	930	0	0.00	0.0
chr7	14659708	14665996	protein_coding	Obox7	+	1264	0	0.00	0.0
chr7	14778669	14778772	snRNA	LOC115486860	+	104	0	0.00	0.0
chr7	14912358	14912462	snRNA	LOC115486560	+	105	0	0.00	0.0
chr7	15388851	15398545	protein_coding	Obox2	+	1329	0	0.00	0.0
chr7	15547257	15556846	protein_coding	Obox1	+	1217	0	0.00	0.0
chr7	15593231	15593335	snRNA	LOC115486559	+	105	0	0.00	0.0
chr7	15625306	15639777	protein_coding	Obox3	-	1603	9	0.03	0.06468666260045107
chr7	15695213	15695317	snRNA	LOC115486851	+	105	3	0.14	0.32918323856673987
chr7	15750370	15759274	protein_coding	Obox5	+	1312	0	0.00	0.0
chr7	15833250	15839679	protein_coding	Obox6	-	1336	0	0.00	0.0
chr7	15865947	15879955	protein_coding	Crx	-	3018	26	0.04	0.0992567087792357
chr7	15882617	15904030	protein_coding	Crxos	+	2967	3	0.01	0.011649558493261778
chr7	15917208	15922371	protein_coding	Selenow	-	705	20197	143.08	330.0680644349441
chr7	15937835	15946108	protein_coding	Nop53	-	1558	13806	44.26	102.09539968410422
chr7	15938762	15938860	snoRNA	Snord23	-	99	9	0.45	1.0474012136214452
chr7	15946093	15947790	lncRNA	Gm24576	+	1538	6	0.02	0.04494699616320896
chr7	15946963	15967535	protein_coding	Ehd2	-	5113	34353	33.56	77.40956636161013
chr7	15970671	16048146	protein_coding	Bicra	-	6202	3012	2.43	5.595371978346618
chr7	15980322	15986950	lncRNA	Gm38948	+	5108	222	0.22	0.5007348793389916
chr7	16046197	16047666	lncRNA	Gm32059	+	1325	123	0.46	1.069534975116842
chr7	16061775	16096340	protein_coding	Zfp541	+	5601	22	0.02	0.045254614121833556
chr7	16098202	16117982	protein_coding	Napa	+	3219	23885	37.06	85.48895863958695
chr7	16119876	16127516	protein_coding	Kptn	+	1649	1663	5.04	11.619230079306911
chr7	16127592	16161063	protein_coding	Slc8a2	+	7610	32	0.02	0.04844746743689208
chr7	16174012	16186510	protein_coding	Meis3	+	3412	968	1.42	3.268677644384862
chr7	16197220	16222078	protein_coding	Dhx34	-	5880	5644	4.79	11.058989276611191
chr7	16234587	16244182	protein_coding	C5ar2	-	5255	8	0.01	0.017539734880815828
chr7	16234738	16234864	snRNA	LOC115486844	-	127	0	0.00	0.0
chr7	16246743	16259540	protein_coding	C5ar1	-	2570	1	0.00	0.004483040213943929
chr7	16272013	16286807	protein_coding	Ccdc9	-	5457	4724	4.32	9.973823834455704
chr7	16272013	16273692	protein_coding	Inafm1	-	1680	0	0.00	0.0
chr7	16308398	16318334	protein_coding	Bbc3	+	3213	1757	2.73	6.300380720716363
chr7	16320236	16387896	protein_coding	Sae1	-	2631	29055	55.15	127.23476430234967
chr7	16399583	16437696	protein_coding	Zc3h4	+	9028	18232	10.09	23.267435555406298
chr7	16452779	16455496	protein_coding	Tmem160	+	885	3962	22.36	51.5794798780224
chr7	16455721	16476822	protein_coding	Npas1	-	2328	296	0.64	1.4649219723159044
chr7	16471813	16471931	rRNA	LOC115486558	+	119	17	0.71	1.6459161928336994
chr7	16494473	16614993	protein_coding	Arhgap35	-	8450	37756	22.32	51.47958372028451
chr7	16613824	16632643	lncRNA	Gm29443	+	536	22	0.20	0.4728938315231152
chr7	16624575	16624677	snRNA	LOC115486567	-	103	1	0.05	0.11185838203724172
chr7	16649030	16657478	transcribed_pseudogene	Ceacam-ps1	-	715	0	0.00	0.0
chr7	16671331	16675705	protein_coding	Ceacam15	-	1391	2	0.01	0.01656565542751387
chr7	16721929	16726110	protein_coding	Ceacam9	+	1374	2	0.01	0.016770616229746575
chr7	16738444	16749290	protein_coding	Ap2s1	+	798	12227	76.52	176.5317306120846
chr7	16781334	16798274	protein_coding	Slc1a5	+	2934	13549	23.06	53.20505435478071
chr7	16809267	16816732	protein_coding	Fkrp	-	3132	3807	6.07	14.00447657178329
chr7	16815889	16840931	protein_coding	Strn4	+	5224	15238	14.57	33.607062906738015
chr7	16842902	16870461	protein_coding	Prkd2	+	3861	1844	2.39	5.502586432814658
chr7	16871354	16874886	lncRNA	9330104G04Rik	-	2235	167	0.37	0.8608841294955683
chr7	16875317	16887301	protein_coding	Dact3	+	2828	1401	2.47	5.707744025148547
chr7	16891737	16895451	protein_coding	Gng8	+	2008	72	0.18	0.41311840696622737
chr7	16906490	16910905	protein_coding	Ptgir	+	3334	191	0.29	0.6600449759504069
chr7	16915379	16924032	protein_coding	Calm3	-	2208	28197	63.78	147.1328316237875
chr7	16921364	16925184	protein_coding	Gm45972	+	3538	255	0.36	0.8304014709463406
chr7	16930336	16932149	lncRNA	Gm32630	-	699	2	0.01	0.03296541730997395
chr7	16944682	16948828	protein_coding	Pnmal2	+	4147	11	0.01	0.030560778116275587
chr7	16949950	16964607	protein_coding	Pnmal1	+	4656	4	0.00	0.009898121434566922
chr7	16953395	16953501	snRNA	LOC115486856	-	107	1	0.05	0.10767676027884014
chr7	16983083	16988146	protein_coding	Gm42372	+	5064	157	0.15	0.3572002164147385
chr7	16993902	16997515	protein_coding	Ccdc8	+	3614	9	0.01	0.028691953555208375
chr7	17004640	17027914	protein_coding	Ppp5c	-	2757	13277	24.05	55.48415126796199
chr7	17030993	17062427	protein_coding	Hif3a	-	7361	11	0.01	0.017217164359216802
chr7	17074013	17133450	protein_coding	Psg16	+	9829	5656	2.87	6.6298823793541395
chr7	17150197	17164966	protein_coding	Ceacam3	+	4059	7	0.01	0.01986939971639598
chr7	17203477	17215756	protein_coding	Psg29	+	5441	9	0.01	0.019057658545951678
chr7	17253317	17311529	lncRNA	Gm42373	+	3731	6	0.01	0.0185281372551636
chr7	17287518	17366538	lncRNA	Gm32772	-	1035	0	0.00	0.0
chr7	17396816	17527674	lncRNA	Gm32846	-	1332	0	0.00	0.0
chr7	17415788	17418244	lncRNA	Gm39557	+	725	0	0.00	0.0
chr7	17580752	17584370	lncRNA	Gm33109	-	531	0	0.00	0.0
chr7	17637499	17651482	misc_RNA	Gm9519	-	1442	0	0.00	0.0
chr7	17672313	17682060	transcribed_pseudogene	Psg-ps1	+	1922	1	0.00	0.005994491857354786
chr7	17713216	17761121	protein_coding	Ceacam5	+	3284	0	0.00	0.0
chr7	17812682	17815627	protein_coding	Ceacam14	+	1510	0	0.00	0.0
chr7	17871744	17919043	protein_coding	Gm5155	+	5364	1	0.00	0.0021479144947494215
chr7	17972167	17978556	protein_coding	Ceacam11	+	1011	0	0.00	0.0
chr7	18009889	18019220	protein_coding	Ceacam13	+	1085	0	0.00	0.0
chr7	18065929	18077986	protein_coding	Ceacam12	+	2611	9	0.02	0.03971379553754235
chr7	18176494	18181862	protein_coding	Igfl3	+	609	1	0.01	0.018918576929122983
chr7	18245225	18266092	protein_coding	Mill1	+	3066	4	0.01	0.015031198108070316
chr7	18345744	18355038	protein_coding	Psg18	-	2632	0	0.00	0.0
chr7	18422536	18432055	protein_coding	Psg28	-	1963	0	0.00	0.0
chr7	18474577	18484196	protein_coding	Psg26	-	2110	2	0.00	0.010920770947711751
chr7	18519702	18532266	protein_coding	Psg25	-	3283	4	0.01	0.014037664757643493
chr7	18549085	18549191	snRNA	LOC115486565	+	107	0	0.00	0.0
chr7	18556514	18567305	protein_coding	Psg27	-	1942	0	0.00	0.0
chr7	18606343	18616501	protein_coding	Psg23	-	2179	133	0.30	0.7032345000129299
chr7	18646654	18656725	protein_coding	Psg21	-	2159	0	0.00	0.0
chr7	18673985	18686277	protein_coding	Psg20	-	2094	1	0.00	0.005502107616922587
chr7	18718051	18727438	protein_coding	Psg22	+	2108	0	0.00	0.0
chr7	18745103	18745209	snRNA	LOC115486848	-	107	1	0.05	0.10767676027884014
chr7	18786302	18789414	transcribed_pseudogene	Sycp1-ps1	+	3113	27	0.04	0.09992873769533221
chr7	18789120	18798546	protein_coding	Psg19	-	2588	5	0.01	0.022259299362124993
chr7	18813937	18821591	protein_coding	Psg17	-	2084	97	0.23	0.5362654006401545
chr7	18839958	18869696	protein_coding	Mill2	+	6738	60	0.04	0.10259495413923327
chr7	18884690	18890438	protein_coding	Pglyrp1	+	681	11	0.08	0.1861021245935314
chr7	18890883	18910414	protein_coding	Ccdc61	-	2121	2640	6.22	14.340655937560946
chr7	18925888	18965319	protein_coding	Nova2	+	8372	253	0.15	0.3481745792532826
chr7	18955022	18957538	lncRNA	Gm38952	-	2394	187	0.39	0.8999600235669644
chr7	18987524	18988962	protein_coding	Nanos2	+	1439	2	0.01	0.01601308318253773
chr7	18991240	19001766	protein_coding	Mypop	+	2180	4856	11.12	25.664212489359226
chr7	19004058	19006763	protein_coding	Irf2bp1	+	2706	8196	15.13	34.89634287333888
chr7	19013283	19023539	protein_coding	Foxa3	-	2039	13	0.03	0.07345677957227399
chr7	19024377	19054623	protein_coding	Sympk	+	5410	29137	26.90	62.051648941620805
chr7	19054678	19074447	protein_coding	Rsph6a	+	2401	11	0.02	0.05278448431828191
chr7	19076112	19082778	protein_coding	Dmwd	+	2611	10425	19.94	46.001813164319884
chr7	19083646	19093821	protein_coding	Dmpk	+	3089	18867	30.50	70.37051009108251
chr7	19086828	19086892	miRNA	Mir3100	+	65	6	0.46	1.0635150784463905
chr7	19094544	19098549	protein_coding	Six5	+	3761	1994	2.65	6.10840154734719
chr7	19098271	19118531	protein_coding	Gm4969	-	4557	14	0.02	0.035396047157713974
chr7	19119859	19138261	protein_coding	Fbxo46	+	5452	1681	1.54	3.552365341356226
chr7	19140217	19149196	protein_coding	Qpctl	-	2100	1956	4.65	10.73137357727572
chr7	19149445	19152734	protein_coding	Snrpd2	+	749	15371	102.49	236.44278317800743
chr7	19156063	19170248	protein_coding	Gipr	-	4795	256	0.27	0.6151161246210615
chr7	19176421	19206482	protein_coding	Eml2	+	3535	28	0.04	0.09125871960266058
chr7	19181465	19181562	miRNA	Mir330	+	98	8	0.41	0.9405235387621139
chr7	19212538	19224176	protein_coding	Gpr4	+	2884	28	0.05	0.11185838203724172
chr7	19228389	19246817	protein_coding	Opa3	+	2260	6244	13.80	31.831727856803244
chr7	19242130	19242289	snRNA	LOC115486604	+	160	3	0.09	0.21602650030942308
chr7	19249435	19256546	protein_coding	Gm38499	+	1404	94	0.33	0.7713766772682155
chr7	19256929	19271854	protein_coding	Vasp	-	2252	13776	30.55	70.4791253584988
chr7	19276805	19280095	protein_coding	Ppm1n	-	2045	5	0.01	0.028169714791774807
chr7	19282624	19296164	protein_coding	Rtn2	+	2102	18	0.04	0.09866100870458902
chr7	19290607	19293081	lncRNA	LOC115486449	-	487	1	0.01	0.023657932956541887
chr7	19298260	19300793	lncRNA	Gm26802	-	998	13	0.07	0.15007853060908483
chr7	19302696	19310118	protein_coding	Fosb	-	3849	146	0.19	0.4370294489675347
chr7	19344067	19356524	protein_coding	Ercc1	+	2509	2373	4.72	10.896896723459779
chr7	19356007	19359483	protein_coding	Cd3eap	-	2248	6495	14.43	33.28806926476163
chr7	19359724	19378540	protein_coding	Ppp1r13l	+	4237	4356	5.13	11.845002726430296
chr7	19382017	19395694	protein_coding	Ercc2	+	3571	4654	6.51	15.015586034762325
chr7	19386643	19386717	miRNA	Mir343	+	75	8	0.53	1.2289507573158291
chr7	19394440	19404174	protein_coding	Klc3	-	2463	984	2.00	4.602951983856485
chr7	19405689	19408309	lncRNA	Gm38954	+	240	1	0.02	0.048005888957649574
chr7	19411094	19421583	protein_coding	Ckm	+	1415	6	0.02	0.04885404953994019
chr7	19417466	19421417	lncRNA	A930016O22Rik	-	2560	17	0.03	0.07650938552625401
chr7	19425102	19459330	protein_coding	Mark4	-	4291	5170	6.02	13.88154439959254
chr7	19463287	19496762	protein_coding	Exoc3l2	+	3968	16	0.02	0.04645731189449958
chr7	19505783	19508380	protein_coding	Bloc1s3	-	2040	2086	5.11	11.781209925371412
chr7	19508665	19516145	protein_coding	Trappc6a	+	832	4189	25.15	58.00865447411367
chr7	19517491	19525057	protein_coding	Nkpd1	+	3264	34	0.05	0.12001472239412392
chr7	19530800	19564704	protein_coding	Ppp1r37	-	5444	9531	8.74	20.17093876511498
chr7	19564949	19573343	protein_coding	Gemin7	-	763	5208	34.09	78.641573690623
chr7	19577287	19580656	protein_coding	Zfp296	+	1579	168	0.53	1.2258375191719004
chr7	19581038	19604517	protein_coding	Clasrp	-	2767	4503	8.13	18.74988229646225
chr7	19606217	19629438	protein_coding	Relb	-	2943	4688	7.96	18.352832410475937
chr7	19631580	19665030	protein_coding	Clptm1	-	4957	26453	26.65	61.48395145112144
chr7	19671579	19681460	protein_coding	Gm44805	-	644	0	0.00	0.0
chr7	19671579	19677941	protein_coding	Apoc2	-	813	0	0.00	0.0
chr7	19678084	19681460	protein_coding	Apoc4	-	518	0	0.00	0.0
chr7	19689480	19692659	protein_coding	Apoc1	-	554	1	0.01	0.020796774999703786
chr7	19696244	19701310	protein_coding	Apoe	-	3349	634	0.95	2.1811215478638277
chr7	19701313	19715442	protein_coding	Tomm40	-	1824	19641	53.78	124.06364013384146
chr7	19715464	19720152	lncRNA	Gm38955	+	1087	15	0.07	0.1589891446619489
chr7	19716644	19749573	protein_coding	Nectin2	-	3444	5405	7.84	18.081660614362086
chr7	19749570	19754953	lncRNA	Gm34744	+	2729	110	0.20	0.464402883283968
chr7	19756138	19770532	protein_coding	Bcam	-	2407	14	0.03	0.06701279056821875
chr7	19773246	19790133	lncRNA	LOC115486450	+	1899	10	0.03	0.06067094970950973
chr7	19779718	19796809	protein_coding	Cblc	-	1662	5	0.02	0.03466129166617298
chr7	19808462	19822824	protein_coding	Bcl3	-	1904	236	0.62	1.4280743437821806
chr7	19816479	19818618	lncRNA	Gm16174	+	1204	294	1.22	2.8133683761227193
chr7	19829994	19847605	lncRNA	Gm34891	+	3104	421	0.68	1.5626659214822527
chr7	19852003	19858355	protein_coding	Gm19345	+	998	77	0.39	0.888926681299964
chr7	19852097	19871426	protein_coding	Ceacam16	-	5378	163	0.15	0.3491986567540445
chr7	19875742	19887990	protein_coding	Ceacam19	-	3386	26	0.04	0.0884692106012207
chr7	19903578	19921143	protein_coding	Pvr	-	2888	15035	26.00	59.98076513669762
chr7	19937305	19953654	protein_coding	Igsf23	-	2148	27	0.06	0.14482223484430598
chr7	19965352	19991113	protein_coding	Ceacam20	+	2963	6	0.01	0.02333057040128768
chr7	19991393	20062942	protein_coding	Nlrp9b	+	3644	2	0.00	0.006323497996616849
chr7	20101158	20102081	protein_coding	Vmn1r91	+	924	0	0.00	0.0
chr7	20121656	20122579	protein_coding	Gm16442	-	924	0	0.00	0.0
chr7	20138123	20139088	protein_coding	Vmn1r93	-	966	0	0.00	0.0
chr7	20167460	20168377	protein_coding	Vmn1r94	-	918	0	0.00	0.0
chr7	20193710	20194633	protein_coding	Vmn1r95	+	924	0	0.00	0.0
chr7	20204684	20205607	protein_coding	Gm6164	-	924	0	0.00	0.0
chr7	20232908	20233828	protein_coding	Gm4498	-	921	0	0.00	0.0
chr7	20333142	20334065	protein_coding	Gm4133	-	924	0	0.00	0.0
chr7	20356626	20358918	transcribed_pseudogene	Vmn1r-ps79	-	2293	0	0.00	0.0
chr7	20374493	20375410	protein_coding	Gm5728	-	918	0	0.00	0.0
chr7	20417942	20418865	protein_coding	Vmn1r100	+	924	0	0.00	0.0
chr7	20441670	20442593	protein_coding	Vmn1r101	-	924	0	0.00	0.0
chr7	20473960	20474925	protein_coding	Gm10670	-	966	0	0.00	0.0
chr7	20509617	20510534	protein_coding	Vmn1r103	-	918	0	0.00	0.0
chr7	20533837	20534760	protein_coding	Vmn1r104	+	924	0	0.00	0.0
chr7	20544834	20545757	protein_coding	Gm5726	-	924	0	0.00	0.0
chr7	20575321	20576241	protein_coding	Gm4141	-	921	0	0.00	0.0
chr7	20592972	20599021	protein_coding	LOC101055864	-	1517	0	0.00	0.0
chr7	20668918	20669841	protein_coding	Vmn1r107	+	924	0	0.00	0.0
chr7	20702296	20703216	protein_coding	Vmn1r111	-	921	0	0.00	0.0
chr7	20724512	20730624	protein_coding	Gm10668	-	1594	0	0.00	0.0
chr7	20771185	20772078	protein_coding	Vmn1r112	+	894	0	0.00	0.0
chr7	20787285	20788208	protein_coding	Vmn1r113	+	924	0	0.00	0.0
chr7	20811221	20812186	protein_coding	Vmn1r114	-	966	0	0.00	0.0
chr7	20844098	20844985	protein_coding	Vmn1r115	-	888	0	0.00	0.0
chr7	20872256	20873179	protein_coding	Vmn1r116	+	924	0	0.00	0.0
chr7	20883198	20884121	protein_coding	Vmn1r117	-	924	0	0.00	0.0
chr7	20911427	20912347	protein_coding	Vmn1r118	-	921	0	0.00	0.0
chr7	21011532	21012455	protein_coding	Vmn1r119	-	924	0	0.00	0.0
chr7	21052867	21053784	protein_coding	Vmn1r120	-	918	0	0.00	0.0
chr7	21097569	21098513	protein_coding	Vmn1r121	-	945	0	0.00	0.0
chr7	21133211	21134128	protein_coding	Vmn1r122	-	918	0	0.00	0.0
chr7	21162185	21163108	protein_coding	Vmn1r123	+	924	0	0.00	0.0
chr7	21184560	21185616	protein_coding	Gm5157	-	1057	0	0.00	0.0
chr7	21259694	21260617	protein_coding	Vmn1r124	-	924	0	0.00	0.0
chr7	21272179	21273102	protein_coding	Vmn1r125	+	924	0	0.00	0.0
chr7	21300502	21301467	protein_coding	Vmn1r126	-	966	0	0.00	0.0
chr7	21318944	21319861	protein_coding	Vmn1r127	-	918	0	0.00	0.0
chr7	21349373	21350296	protein_coding	Vmn1r128	+	924	0	0.00	0.0
chr7	21360368	21361291	protein_coding	Vmn1r129	-	924	0	0.00	0.0
chr7	21427000	21427941	protein_coding	Gm6882	-	942	0	0.00	0.0
chr7	21445773	21465923	transcribed_pseudogene	Gm4541	+	495	0	0.00	0.0
chr7	21511780	21512703	protein_coding	Vmn1r130	+	924	0	0.00	0.0
chr7	21545170	21546090	protein_coding	Vmn1r131	-	921	0	0.00	0.0
chr7	21612745	21615147	protein_coding	Vmn1r132	+	2403	0	0.00	0.0
chr7	21670360	21676421	protein_coding	Gm8600	-	1099	0	0.00	0.0
chr7	21760531	21761475	protein_coding	Gm4175	-	945	0	0.00	0.0
chr7	21795811	21796728	protein_coding	Gm4177	-	918	0	0.00	0.0
chr7	21832351	21833274	protein_coding	Vmn1r135	+	924	0	0.00	0.0
chr7	21843344	21844267	protein_coding	Gm5725	-	924	0	0.00	0.0
chr7	21909434	21921291	protein_coding	Gm5891	-	1726	0	0.00	0.0
chr7	21994587	21995510	protein_coding	Vmn1r137	+	924	0	0.00	0.0
chr7	22027977	22028897	protein_coding	Vmn1r138	-	921	0	0.00	0.0
chr7	22050481	22051504	protein_coding	Gm6176	-	1024	0	0.00	0.0
chr7	22096867	22097760	protein_coding	Vmn1r139	+	894	0	0.00	0.0
chr7	22117322	22118245	protein_coding	Gm16451	-	924	0	0.00	0.0
chr7	22133776	22134741	protein_coding	Gm10666	-	966	0	0.00	0.0
chr7	22163118	22164035	protein_coding	Vmn1r142	-	918	0	0.00	0.0
chr7	22189377	22190300	protein_coding	Vmn1r143	+	924	0	0.00	0.0
chr7	22200341	22201264	protein_coding	Gm8653	-	924	0	0.00	0.0
chr7	22228564	22229484	protein_coding	Gm8453	-	921	0	0.00	0.0
chr7	22328794	22329717	protein_coding	Gm4187	-	924	0	0.00	0.0
chr7	22370122	22371039	protein_coding	Gm8660	-	918	0	0.00	0.0
chr7	22412231	22414669	protein_coding	Vmn1r148	+	2439	0	0.00	0.0
chr7	22437306	22438229	protein_coding	Vmn1r149	-	924	0	0.00	0.0
chr7	22463110	22464075	protein_coding	Gm10665	-	966	0	0.00	0.0
chr7	22498761	22499678	protein_coding	Vmn1r151	-	918	0	0.00	0.0
chr7	22522967	22523890	protein_coding	Vmn1r152	+	924	0	0.00	0.0
chr7	22533964	22534887	protein_coding	Gm8677	-	924	0	0.00	0.0
chr7	22564423	22565343	protein_coding	Gm4201	-	921	0	0.00	0.0
chr7	22582079	22588127	protein_coding	Gm4565	-	1517	0	0.00	0.0
chr7	22658018	22658941	protein_coding	Vmn1r155	+	924	0	0.00	0.0
chr7	22691397	22692317	protein_coding	Gm8693	-	921	0	0.00	0.0
chr7	22713598	22719710	protein_coding	Gm4567	-	1594	0	0.00	0.0
chr7	22761697	22762590	protein_coding	Vmn1r157	+	894	0	0.00	0.0
chr7	22789859	22790782	protein_coding	Vmn1r158	-	924	0	0.00	0.0
chr7	22842688	22843605	protein_coding	Vmn1r159	-	918	0	0.00	0.0
chr7	22871224	22872147	protein_coding	Vmn1r160	+	924	0	0.00	0.0
chr7	22893553	22899614	protein_coding	Gm8708	-	1099	0	0.00	0.0
chr7	22983729	22984673	protein_coding	Gm4214	-	945	0	0.00	0.0
chr7	23019006	23019923	protein_coding	Gm4216	-	918	0	0.00	0.0
chr7	23055540	23056463	protein_coding	Vmn1r163	+	924	0	0.00	0.0
chr7	23066533	23067456	protein_coding	Gm8720	-	924	0	0.00	0.0
chr7	23132623	23144478	protein_coding	Gm10662	-	1724	0	0.00	0.0
chr7	23217332	23218255	protein_coding	Vmn1r165	+	924	0	0.00	0.0
chr7	23250762	23251682	protein_coding	Vmn1r166	-	921	0	0.00	0.0
chr7	23272788	23275243	protein_coding	Gm6902	-	1414	0	0.00	0.0
chr7	23301192	23362277	protein_coding	Nlrp4e	+	3425	0	0.00	0.0
chr7	23385889	23441923	protein_coding	Nlrp5	+	3542	8	0.01	0.026022390400532797
chr7	23504642	23505589	protein_coding	Vmn1r167	-	948	0	0.00	0.0
chr7	23540720	23541649	protein_coding	Vmn1r168	+	930	0	0.00	0.0
chr7	23577185	23578099	protein_coding	Vmn1r169	+	915	0	0.00	0.0
chr7	23606175	23607089	protein_coding	Vmn1r170	+	915	0	0.00	0.0
chr7	23631988	23633568	protein_coding	Vmn1r171	+	1581	0	0.00	0.0
chr7	23658316	23660663	protein_coding	Vmn1r172	+	1325	0	0.00	0.0
chr7	23702342	23703283	protein_coding	Vmn1r173	+	942	0	0.00	0.0
chr7	23753911	23754852	protein_coding	Vmn1r174	+	942	0	0.00	0.0
chr7	23808286	23809200	protein_coding	Vmn1r175	-	915	0	0.00	0.0
chr7	23834812	23835726	protein_coding	Vmn1r176	-	915	0	0.00	0.0
chr7	23865520	23866449	protein_coding	Vmn1r177	-	930	117	0.63	1.449468131108387
chr7	23893529	23894443	protein_coding	Vmn1r178	+	915	0	0.00	0.0
chr7	23928386	23929357	protein_coding	Vmn1r179	+	972	0	0.00	0.0
chr7	23952387	23953356	protein_coding	Vmn1r180	+	970	0	0.00	0.0
chr7	23974635	23976073	lncRNA	LOC115486484	+	253	0	0.00	0.0
chr7	23983961	23985048	protein_coding	Vmn1r181	+	1088	0	0.00	0.0
chr7	24003111	24004028	protein_coding	V1rd19	+	918	1	0.01	0.01255055920461427
chr7	24054774	24055691	protein_coding	Vmn1r183	+	918	0	0.00	0.0
chr7	24081877	24107709	protein_coding	Zfp180	+	4048	5991	7.39	17.051577909799125
chr7	24112320	24127952	protein_coding	Zfp112	+	3507	480	0.68	1.5769256937328857
chr7	24132372	24143244	protein_coding	Zfp235	+	5460	1678	1.53	3.5408299635576257
chr7	24175022	24183170	protein_coding	Zfp114	+	3117	6	0.01	0.022177889027595567
chr7	24186562	24188738	lncRNA	LOC115486504	-	1648	127	0.38	0.8878759074206061
chr7	24193215	24208149	protein_coding	Zfp111	-	8069	5115	3.17	7.30351087921807
chr7	24227795	24252339	protein_coding	Zfp109	-	3277	358	0.55	1.2586713394083768
chr7	24254726	24262445	protein_coding	Zfp108	+	2732	470	0.86	1.9820879481782105
chr7	24267984	24277794	protein_coding	Zfp93	+	5667	1686	1.49	3.4277577038685942
chr7	24278402	24287148	lncRNA	LOC115486503	-	1244	42	0.17	0.38898662435137277
chr7	24288227	24289313	lncRNA	LOC115486501	+	557	48	0.43	0.9928686549230218
chr7	24291045	24303840	protein_coding	Zfp61	-	3069	1324	2.15	4.970463106934744
chr7	24301704	24316698	protein_coding	Zfp94	-	5134	793	0.77	1.7796028021854047
chr7	24303850	24308498	lncRNA	LOC115486502	+	267	2	0.04	0.08630272172161721
chr7	24333080	24333965	protein_coding	Tescl	-	886	1	0.01	0.013003852539318166
chr7	24349196	24354247	protein_coding	Lypd5	+	1377	4	0.01	0.03346815787897138
chr7	24355066	24355873	lncRNA	Gm38964	-	412	3	0.04	0.0838937865279313
chr7	24369826	24385212	protein_coding	Kcnn4	+	2474	5774	11.66	26.889507147110944
chr7	24397517	24422777	protein_coding	Smg9	+	4485	5088	5.67	13.070446181486076
chr7	24431919	24445682	protein_coding	Irgc1	-	2048	17	0.04	0.0956367319078175
chr7	24447572	24451335	lncRNA	Gm36159	+	1339	37	0.14	0.31836616425984177
chr7	24450276	24452287	lncRNA	LOC115486505	-	947	3	0.02	0.03649866953485501
chr7	24460937	24475970	protein_coding	Plaur	+	1715	12540	36.52	84.24403697197793
chr7	24482023	24504533	protein_coding	Cadm4	+	2155	270	0.63	1.4435181459191146
chr7	24504548	24515682	protein_coding	Zfp428	+	4172	4411	5.28	12.181436789579612
chr7	24530648	24538600	protein_coding	Irgq	+	6124	8075	6.59	15.191935467002756
chr7	24541654	24546668	protein_coding	Pinlyp	-	1222	4	0.02	0.03771330065412733
chr7	24546699	24573438	protein_coding	Xrcc1	+	4103	10732	13.06	30.13595127234678
chr7	24583838	24587840	protein_coding	Zfp575	-	2940	49	0.08	0.1920235558305983
chr7	24587543	24608925	protein_coding	Ethe1	+	1815	3155	8.68	20.027580781670665
chr7	24610294	24629297	protein_coding	Phldb3	+	3314	12	0.02	0.04171905859928508
chr7	24620047	24638396	lncRNA	Gm26550	-	6244	6	0.00	0.011071185153589909
chr7	24636570	24641118	protein_coding	Lypd3	+	1629	4	0.01	0.02829076328995923
chr7	24661294	24663109	lncRNA	Gm4598	+	1080	1	0.00	0.010667975323922128
chr7	24668012	24672050	protein_coding	Tex101	-	1054	2	0.01	0.021862264420940983
chr7	24687908	24695219	protein_coding	Gm1096	+	1382	0	0.00	0.0
chr7	24709202	24714535	protein_coding	Lypd10	+	1355	1	0.00	0.008502888081059702
chr7	24715031	24726934	protein_coding	Lypd11	-	1869	2	0.01	0.012328960245945314
chr7	24743983	24760334	protein_coding	Cd177	-	2746	16	0.03	0.06713132323283844
chr7	24777167	24784656	protein_coding	Ceacam10	+	1087	3	0.01	0.031797828932389784
chr7	24818795	24840275	transcribed_pseudogene	Gm5893	+	1880	1	0.00	0.00612841135629569
chr7	24853825	24854785	lncRNA	Gm38965	+	356	27	0.38	0.8738150574313743
chr7	24864617	24869924	protein_coding	Lypd4	-	1371	1	0.00	0.008403656710310648
chr7	24869817	24877655	protein_coding	Dmrtc2	+	2740	4	0.01	0.01681958153260715
chr7	24874764	24876687	lncRNA	Gm38966	-	1097	3	0.01	0.03150796722835706
chr7	24884592	24889811	protein_coding	Rps19	+	984	75764	384.54	887.1019929237469
chr7	24897497	24901858	protein_coding	Cd79a	+	1002	13	0.06	0.1494794147184298
chr7	24902986	24926594	protein_coding	Arhgef1	+	4426	9971	11.25	25.955719049076755
chr7	24926956	24944771	protein_coding	Gm4881	-	4968	8	0.01	0.01855300056334283
chr7	24953524	24954494	lncRNA	Gm36809	-	429	6	0.07	0.16113864824945312
chr7	24969750	24972728	protein_coding	Rabac1	-	875	13242	75.58	174.3617778040308
